Date,Close/Last,Volume,Open,High,Low
02/20/2023,4.75,N/A,4.75,4.75,4.75
02/17/2023,4.75,N/A,4.75,4.75,4.75
02/16/2023,4.75,N/A,4.75,4.75,4.75
02/15/2023,4.75,N/A,4.75,4.75,4.75
02/14/2023,4.75,N/A,4.75,4.75,4.75
02/13/2023,4.75,N/A,4.75,4.75,4.75
02/10/2023,4.75,N/A,4.75,4.75,4.75
02/09/2023,4.75,N/A,4.75,4.75,4.75
02/08/2023,4.75,N/A,4.75,4.75,4.75
02/07/2023,4.75,N/A,4.75,4.75,4.75
02/06/2023,4.75,N/A,4.75,4.75,4.75
02/03/2023,4.75,N/A,4.75,4.75,4.75
02/02/2023,4.75,N/A,4.75,4.75,4.75
02/01/2023,4.5,N/A,4.5,4.5,4.5
01/31/2023,4.5,N/A,4.5,4.5,4.5
01/30/2023,4.5,N/A,4.5,4.5,4.5
01/27/2023,4.5,N/A,4.5,4.5,4.5
01/26/2023,4.5,N/A,4.5,4.5,4.5
01/25/2023,4.5,N/A,4.5,4.5,4.5
01/24/2023,4.5,N/A,4.5,4.5,4.5
01/23/2023,4.5,N/A,4.5,4.5,4.5
01/20/2023,4.5,N/A,4.5,4.5,4.5
01/19/2023,4.5,N/A,4.5,4.5,4.5
01/18/2023,4.5,N/A,4.5,4.5,4.5
01/17/2023,4.5,N/A,4.5,4.5,4.5
01/16/2023,4.5,N/A,4.5,4.5,4.5
01/13/2023,4.5,N/A,4.5,4.5,4.5
01/12/2023,4.5,N/A,4.5,4.5,4.5
01/11/2023,4.5,N/A,4.5,4.5,4.5
01/10/2023,4.5,N/A,4.5,4.5,4.5
01/09/2023,4.5,N/A,4.5,4.5,4.5
01/06/2023,4.5,N/A,4.5,4.5,4.5
01/05/2023,4.5,N/A,4.5,4.5,4.5
01/04/2023,4.5,N/A,4.5,4.5,4.5
01/03/2023,4.5,N/A,4.5,4.5,4.5
01/02/2023,4.5,N/A,4.5,4.5,4.5
12/30/2022,4.5,N/A,4.5,4.5,4.5
12/29/2022,4.5,N/A,4.5,4.5,4.5
12/28/2022,4.5,N/A,4.5,4.5,4.5
12/27/2022,4.5,N/A,4.5,4.5,4.5
12/26/2022,4.5,N/A,4.5,4.5,4.5
12/23/2022,4.5,N/A,4.5,4.5,4.5
12/22/2022,4.5,N/A,4.5,4.5,4.5
12/21/2022,4.5,N/A,4.5,4.5,4.5
12/20/2022,4.5,N/A,4.5,4.5,4.5
12/19/2022,4.5,N/A,4.5,4.5,4.5
12/16/2022,4.5,N/A,4.5,4.5,4.5
12/15/2022,4,N/A,4,4,4
12/14/2022,4,N/A,4,4,4
12/13/2022,4,N/A,4,4,4
12/12/2022,4,N/A,4,4,4
12/09/2022,4,N/A,4,4,4
12/08/2022,4,N/A,4,4,4
12/07/2022,4,N/A,4,4,4
12/06/2022,4,N/A,4,4,4
12/05/2022,4,N/A,4,4,4
12/02/2022,4,N/A,4,4,4
12/01/2022,4,N/A,4,4,4
11/30/2022,4,N/A,4,4,4
11/29/2022,4,N/A,4,4,4
11/28/2022,4,N/A,4,4,4
11/25/2022,4,N/A,4,4,4
11/24/2022,4,N/A,4,4,4
11/23/2022,4,N/A,4,4,4
11/22/2022,4,N/A,4,4,4
11/21/2022,4,N/A,4,4,4
11/18/2022,4,N/A,4,4,4
11/17/2022,4,N/A,4,4,4
11/16/2022,4,N/A,4,4,4
11/15/2022,4,N/A,4,4,4
11/14/2022,4,N/A,4,4,4
11/11/2022,4,N/A,4,4,4
11/10/2022,4,N/A,4,4,4
11/09/2022,4,N/A,4,4,4
11/08/2022,4,N/A,4,4,4
11/07/2022,4,N/A,4,4,4
11/04/2022,4,N/A,4,4,4
11/03/2022,4,N/A,4,4,4
11/02/2022,3.25,N/A,3.25,3.25,3.25
11/01/2022,3.25,N/A,3.25,3.25,3.25
10/31/2022,3.25,N/A,3.25,3.25,3.25
10/28/2022,3.25,N/A,3.25,3.25,3.25
10/27/2022,3.25,N/A,3.25,3.25,3.25
10/26/2022,3.25,N/A,3.25,3.25,3.25
10/25/2022,3.25,N/A,3.25,3.25,3.25
10/24/2022,3.25,N/A,3.25,3.25,3.25
10/21/2022,3.25,N/A,3.25,3.25,3.25
10/20/2022,3.25,N/A,3.25,3.25,3.25
10/19/2022,3.25,N/A,3.25,3.25,3.25
10/18/2022,3.25,N/A,3.25,3.25,3.25
10/17/2022,3.25,N/A,3.25,3.25,3.25
10/14/2022,3.25,N/A,3.25,3.25,3.25
10/13/2022,3.25,N/A,3.25,3.25,3.25
10/12/2022,3.25,N/A,3.25,3.25,3.25
10/11/2022,3.25,N/A,3.25,3.25,3.25
10/10/2022,3.25,N/A,3.25,3.25,3.25
10/07/2022,3.25,N/A,3.25,3.25,3.25
10/06/2022,3.25,N/A,3.25,3.25,3.25
10/05/2022,3.25,N/A,3.25,3.25,3.25
10/04/2022,3.25,N/A,3.25,3.25,3.25
10/03/2022,3.25,N/A,3.25,3.25,3.25
09/30/2022,3.25,N/A,3.25,3.25,3.25
09/29/2022,3.25,N/A,3.25,3.25,3.25
09/28/2022,3.25,N/A,3.25,3.25,3.25
09/27/2022,3.25,N/A,3.25,3.25,3.25
09/26/2022,3.25,N/A,3.25,3.25,3.25
09/23/2022,3.25,N/A,3.25,3.25,3.25
09/22/2022,3.25,N/A,3.25,3.25,3.25
09/21/2022,2.5,N/A,2.5,2.5,2.5
09/20/2022,2.5,N/A,2.5,2.5,2.5
09/19/2022,2.5,N/A,2.5,2.5,2.5
09/16/2022,2.5,N/A,2.5,2.5,2.5
09/15/2022,2.5,N/A,2.5,2.5,2.5
09/14/2022,2.5,N/A,2.5,2.5,2.5
09/13/2022,2.5,N/A,2.5,2.5,2.5
09/12/2022,2.5,N/A,2.5,2.5,2.5
09/09/2022,2.5,N/A,2.5,2.5,2.5
09/08/2022,2.5,N/A,2.5,2.5,2.5
09/07/2022,2.5,N/A,2.5,2.5,2.5
09/06/2022,2.5,N/A,2.5,2.5,2.5
09/05/2022,2.5,N/A,2.5,2.5,2.5
09/02/2022,2.5,N/A,2.5,2.5,2.5
09/01/2022,2.5,N/A,2.5,2.5,2.5
08/31/2022,2.5,N/A,2.5,2.5,2.5
08/30/2022,2.5,N/A,2.5,2.5,2.5
08/29/2022,2.5,N/A,2.5,2.5,2.5
08/26/2022,2.5,N/A,2.5,2.5,2.5
08/25/2022,2.5,N/A,2.5,2.5,2.5
08/24/2022,2.5,N/A,2.5,2.5,2.5
08/23/2022,2.5,N/A,2.5,2.5,2.5
08/22/2022,2.5,N/A,2.5,2.5,2.5
08/19/2022,2.5,N/A,2.5,2.5,2.5
08/18/2022,2.5,N/A,2.5,2.5,2.5
08/17/2022,2.5,N/A,2.5,2.5,2.5
08/16/2022,2.5,N/A,2.5,2.5,2.5
08/15/2022,2.5,N/A,2.5,2.5,2.5
08/12/2022,2.5,N/A,2.5,2.5,2.5
08/11/2022,2.5,N/A,2.5,2.5,2.5
08/10/2022,2.5,N/A,2.5,2.5,2.5
08/09/2022,2.5,N/A,2.5,2.5,2.5
08/08/2022,2.5,N/A,2.5,2.5,2.5
08/05/2022,2.5,N/A,2.5,2.5,2.5
08/04/2022,2.5,N/A,2.5,2.5,2.5
08/03/2022,2.5,N/A,2.5,2.5,2.5
08/02/2022,2.5,N/A,2.5,2.5,2.5
08/01/2022,2.5,N/A,2.5,2.5,2.5
07/29/2022,2.5,N/A,2.5,2.5,2.5
07/28/2022,2.5,N/A,2.5,2.5,2.5
07/27/2022,1.75,N/A,1.75,1.75,1.75
07/26/2022,1.75,N/A,1.75,1.75,1.75
07/25/2022,1.75,N/A,1.75,1.75,1.75
07/22/2022,1.75,N/A,1.75,1.75,1.75
07/21/2022,1.75,N/A,1.75,1.75,1.75
07/20/2022,1.75,N/A,1.75,1.75,1.75
07/19/2022,1.75,N/A,1.75,1.75,1.75
07/18/2022,1.75,N/A,1.75,1.75,1.75
07/15/2022,1.75,N/A,1.75,1.75,1.75
07/14/2022,1.75,N/A,1.75,1.75,1.75
07/13/2022,1.75,N/A,1.75,1.75,1.75
07/12/2022,1.75,N/A,1.75,1.75,1.75
07/11/2022,1.75,N/A,1.75,1.75,1.75
07/08/2022,1.75,N/A,1.75,1.75,1.75
07/07/2022,1.75,N/A,1.75,1.75,1.75
07/06/2022,1.75,N/A,1.75,1.75,1.75
07/05/2022,1.75,N/A,1.75,1.75,1.75
07/04/2022,1.75,N/A,1.75,1.75,1.75
07/01/2022,1.75,N/A,1.75,1.75,1.75
06/30/2022,1.75,N/A,1.75,1.75,1.75
06/29/2022,1.75,N/A,1.75,1.75,1.75
06/28/2022,1.75,N/A,1.75,1.75,1.75
06/27/2022,1.75,N/A,1.75,1.75,1.75
06/24/2022,1.75,N/A,1.75,1.75,1.75
06/23/2022,1.75,N/A,1.75,1.75,1.75
06/22/2022,1.75,N/A,1.75,1.75,1.75
06/21/2022,1.75,N/A,1.75,1.75,1.75
06/20/2022,1.75,N/A,1.75,1.75,1.75
06/17/2022,1,N/A,1,1,1
06/16/2022,1,N/A,1,1,1
06/15/2022,1,N/A,1,1,1
06/14/2022,1,N/A,1,1,1
06/13/2022,1,N/A,1,1,1
06/10/2022,1,N/A,1,1,1
06/09/2022,1,N/A,1,1,1
06/08/2022,1,N/A,1,1,1
06/07/2022,1,N/A,1,1,1
06/06/2022,1,N/A,1,1,1
06/03/2022,1,N/A,1,1,1
06/02/2022,1,N/A,1,1,1
06/01/2022,1,N/A,1,1,1
05/31/2022,1,N/A,1,1,1
05/30/2022,1,N/A,1,1,1
05/27/2022,1,N/A,1,1,1
05/26/2022,1,N/A,1,1,1
05/25/2022,1,N/A,1,1,1
05/24/2022,1,N/A,1,1,1
05/23/2022,1,N/A,1,1,1
05/20/2022,1,N/A,1,1,1
05/19/2022,1,N/A,1,1,1
05/18/2022,1,N/A,1,1,1
05/17/2022,1,N/A,1,1,1
05/16/2022,1,N/A,1,1,1
05/13/2022,1,N/A,1,1,1
05/12/2022,1,N/A,1,1,1
05/11/2022,1,N/A,1,1,1
05/10/2022,1,N/A,1,1,1
05/09/2022,1,N/A,1,1,1
05/06/2022,1,N/A,1,1,1
05/05/2022,1,N/A,1,1,1
05/04/2022,0.5,N/A,0.5,0.5,0.5
05/03/2022,0.5,N/A,0.5,0.5,0.5
05/02/2022,0.5,N/A,0.5,0.5,0.5
04/29/2022,0.5,N/A,0.5,0.5,0.5
04/28/2022,0.5,N/A,0.5,0.5,0.5
04/27/2022,0.5,N/A,0.5,0.5,0.5
04/26/2022,0.5,N/A,0.5,0.5,0.5
04/25/2022,0.5,N/A,0.5,0.5,0.5
04/22/2022,0.5,N/A,0.5,0.5,0.5
04/21/2022,0.5,N/A,0.5,0.5,0.5
04/20/2022,0.5,N/A,0.5,0.5,0.5
04/19/2022,0.5,N/A,0.5,0.5,0.5
04/18/2022,0.5,N/A,0.5,0.5,0.5
04/15/2022,0.5,N/A,0.5,0.5,0.5
04/14/2022,0.5,N/A,0.5,0.5,0.5
04/13/2022,0.5,N/A,0.5,0.5,0.5
04/12/2022,0.5,N/A,0.5,0.5,0.5
04/11/2022,0.5,N/A,0.5,0.5,0.5
04/08/2022,0.5,N/A,0.5,0.5,0.5
04/07/2022,0.5,N/A,0.5,0.5,0.5
04/06/2022,0.5,N/A,0.5,0.5,0.5
04/05/2022,0.5,N/A,0.5,0.5,0.5
04/04/2022,0.5,N/A,0.5,0.5,0.5
04/01/2022,0.5,N/A,0.5,0.5,0.5
03/31/2022,0.5,N/A,0.5,0.5,0.5
03/30/2022,0.5,N/A,0.5,0.5,0.5
03/29/2022,0.5,N/A,0.5,0.5,0.5
03/28/2022,0.5,N/A,0.5,0.5,0.5
03/25/2022,0.5,N/A,0.5,0.5,0.5
03/24/2022,0.5,N/A,0.5,0.5,0.5
03/23/2022,0.5,N/A,0.5,0.5,0.5
03/22/2022,0.5,N/A,0.5,0.5,0.5
03/21/2022,0.5,N/A,0.5,0.5,0.5
03/18/2022,0.5,N/A,0.5,0.5,0.5
03/17/2022,0.5,N/A,0.5,0.5,0.5
03/16/2022,0.25,N/A,0.25,0.25,0.25
03/15/2022,0.25,N/A,0.25,0.25,0.25
03/14/2022,0.25,N/A,0.25,0.25,0.25
03/11/2022,0.25,N/A,0.25,0.25,0.25
03/10/2022,0.25,N/A,0.25,0.25,0.25
03/09/2022,0.25,N/A,0.25,0.25,0.25
03/08/2022,0.25,N/A,0.25,0.25,0.25
03/07/2022,0.25,N/A,0.25,0.25,0.25
03/04/2022,0.25,N/A,0.25,0.25,0.25
03/03/2022,0.25,N/A,0.25,0.25,0.25
03/02/2022,0.25,N/A,0.25,0.25,0.25
03/01/2022,0.25,N/A,0.25,0.25,0.25
02/28/2022,0.25,N/A,0.25,0.25,0.25
02/25/2022,0.25,N/A,0.25,0.25,0.25
02/24/2022,0.25,N/A,0.25,0.25,0.25
02/23/2022,0.25,N/A,0.25,0.25,0.25
02/22/2022,0.25,N/A,0.25,0.25,0.25
02/21/2022,0.25,N/A,0.25,0.25,0.25
02/18/2022,0.25,N/A,0.25,0.25,0.25
02/17/2022,0.25,N/A,0.25,0.25,0.25
02/16/2022,0.25,N/A,0.25,0.25,0.25
02/15/2022,0.25,N/A,0.25,0.25,0.25
02/14/2022,0.25,N/A,0.25,0.25,0.25
02/11/2022,0.25,N/A,0.25,0.25,0.25
02/10/2022,0.25,N/A,0.25,0.25,0.25
02/09/2022,0.25,N/A,0.25,0.25,0.25
02/08/2022,0.25,N/A,0.25,0.25,0.25
02/07/2022,0.25,N/A,0.25,0.25,0.25
02/04/2022,0.25,N/A,0.25,0.25,0.25
02/03/2022,0.25,N/A,0.25,0.25,0.25
02/02/2022,0.25,N/A,0.25,0.25,0.25
02/01/2022,0.25,N/A,0.25,0.25,0.25
01/31/2022,0.25,N/A,0.25,0.25,0.25
01/28/2022,0.25,N/A,0.25,0.25,0.25
01/27/2022,0.25,N/A,0.25,0.25,0.25
01/26/2022,0.25,N/A,0.25,0.25,0.25
01/25/2022,0.25,N/A,0.25,0.25,0.25
01/24/2022,0.25,N/A,0.25,0.25,0.25
01/21/2022,0.25,N/A,0.25,0.25,0.25
01/20/2022,0.25,N/A,0.25,0.25,0.25
01/19/2022,0.25,N/A,0.25,0.25,0.25
01/18/2022,0.25,N/A,0.25,0.25,0.25
01/17/2022,0.25,N/A,0.25,0.25,0.25
01/14/2022,0.25,N/A,0.25,0.25,0.25
01/13/2022,0.25,N/A,0.25,0.25,0.25
01/12/2022,0.25,N/A,0.25,0.25,0.25
01/11/2022,0.25,N/A,0.25,0.25,0.25
01/10/2022,0.25,N/A,0.25,0.25,0.25
01/07/2022,0.25,N/A,0.25,0.25,0.25
01/06/2022,0.25,N/A,0.25,0.25,0.25
01/05/2022,0.25,N/A,0.25,0.25,0.25
01/04/2022,0.25,N/A,0.25,0.25,0.25
01/03/2022,0.25,N/A,0.25,0.25,0.25
12/31/2021,0.25,N/A,0.25,0.25,0.25
12/30/2021,0.25,N/A,0.25,0.25,0.25
12/29/2021,0.25,N/A,0.25,0.25,0.25
12/28/2021,0.25,N/A,0.25,0.25,0.25
12/27/2021,0.25,N/A,0.25,0.25,0.25
12/24/2021,0.25,N/A,0.25,0.25,0.25
12/23/2021,0.25,N/A,0.25,0.25,0.25
12/22/2021,0.25,N/A,0.25,0.25,0.25
12/21/2021,0.25,N/A,0.25,0.25,0.25
12/20/2021,0.25,N/A,0.25,0.25,0.25
12/17/2021,0.25,N/A,0.25,0.25,0.25
12/16/2021,0.25,N/A,0.25,0.25,0.25
12/15/2021,0.25,N/A,0.25,0.25,0.25
12/14/2021,0.25,N/A,0.25,0.25,0.25
12/13/2021,0.25,N/A,0.25,0.25,0.25
12/10/2021,0.25,N/A,0.25,0.25,0.25
12/09/2021,0.25,N/A,0.25,0.25,0.25
12/08/2021,0.25,N/A,0.25,0.25,0.25
12/07/2021,0.25,N/A,0.25,0.25,0.25
12/06/2021,0.25,N/A,0.25,0.25,0.25
12/03/2021,0.25,N/A,0.25,0.25,0.25
12/02/2021,0.25,N/A,0.25,0.25,0.25
12/01/2021,0.25,N/A,0.25,0.25,0.25
11/30/2021,0.25,N/A,0.25,0.25,0.25
11/29/2021,0.25,N/A,0.25,0.25,0.25
11/26/2021,0.25,N/A,0.25,0.25,0.25
11/25/2021,0.25,N/A,0.25,0.25,0.25
11/24/2021,0.25,N/A,0.25,0.25,0.25
11/23/2021,0.25,N/A,0.25,0.25,0.25
11/22/2021,0.25,N/A,0.25,0.25,0.25
11/19/2021,0.25,N/A,0.25,0.25,0.25
11/18/2021,0.25,N/A,0.25,0.25,0.25
11/17/2021,0.25,N/A,0.25,0.25,0.25
11/16/2021,0.25,N/A,0.25,0.25,0.25
11/15/2021,0.25,N/A,0.25,0.25,0.25
11/12/2021,0.25,N/A,0.25,0.25,0.25
11/11/2021,0.25,N/A,0.25,0.25,0.25
11/10/2021,0.25,N/A,0.25,0.25,0.25
11/09/2021,0.25,N/A,0.25,0.25,0.25
11/08/2021,0.25,N/A,0.25,0.25,0.25
11/05/2021,0.25,N/A,0.25,0.25,0.25
11/04/2021,0.25,N/A,0.25,0.25,0.25
11/03/2021,0.25,N/A,0.25,0.25,0.25
11/02/2021,0.25,N/A,0.25,0.25,0.25
11/01/2021,0.25,N/A,0.25,0.25,0.25
10/29/2021,0.25,N/A,0.25,0.25,0.25
10/28/2021,0.25,N/A,0.25,0.25,0.25
10/27/2021,0.25,N/A,0.25,0.25,0.25
10/26/2021,0.25,N/A,0.25,0.25,0.25
10/25/2021,0.25,N/A,0.25,0.25,0.25
10/22/2021,0.25,N/A,0.25,0.25,0.25
10/21/2021,0.25,N/A,0.25,0.25,0.25
10/20/2021,0.25,N/A,0.25,0.25,0.25
10/19/2021,0.25,N/A,0.25,0.25,0.25
10/18/2021,0.25,N/A,0.25,0.25,0.25
10/15/2021,0.25,N/A,0.25,0.25,0.25
10/14/2021,0.25,N/A,0.25,0.25,0.25
10/13/2021,0.25,N/A,0.25,0.25,0.25
10/12/2021,0.25,N/A,0.25,0.25,0.25
10/11/2021,0.25,N/A,0.25,0.25,0.25
10/08/2021,0.25,N/A,0.25,0.25,0.25
10/07/2021,0.25,N/A,0.25,0.25,0.25
10/06/2021,0.25,N/A,0.25,0.25,0.25
10/05/2021,0.25,N/A,0.25,0.25,0.25
10/04/2021,0.25,N/A,0.25,0.25,0.25
10/01/2021,0.25,N/A,0.25,0.25,0.25
09/30/2021,0.25,N/A,0.25,0.25,0.25
09/29/2021,0.25,N/A,0.25,0.25,0.25
09/28/2021,0.25,N/A,0.25,0.25,0.25
09/27/2021,0.25,N/A,0.25,0.25,0.25
09/24/2021,0.25,N/A,0.25,0.25,0.25
09/23/2021,0.25,N/A,0.25,0.25,0.25
09/22/2021,0.25,N/A,0.25,0.25,0.25
09/21/2021,0.25,N/A,0.25,0.25,0.25
09/20/2021,0.25,N/A,0.25,0.25,0.25
09/17/2021,0.25,N/A,0.25,0.25,0.25
09/16/2021,0.25,N/A,0.25,0.25,0.25
09/15/2021,0.25,N/A,0.25,0.25,0.25
09/14/2021,0.25,N/A,0.25,0.25,0.25
09/13/2021,0.25,N/A,0.25,0.25,0.25
09/10/2021,0.25,N/A,0.25,0.25,0.25
09/09/2021,0.25,N/A,0.25,0.25,0.25
09/08/2021,0.25,N/A,0.25,0.25,0.25
09/07/2021,0.25,N/A,0.25,0.25,0.25
09/06/2021,0.25,N/A,0.25,0.25,0.25
09/03/2021,0.25,N/A,0.25,0.25,0.25
09/02/2021,0.25,N/A,0.25,0.25,0.25
09/01/2021,0.25,N/A,0.25,0.25,0.25
08/31/2021,0.25,N/A,0.25,0.25,0.25
08/30/2021,0.25,N/A,0.25,0.25,0.25
08/27/2021,0.25,N/A,0.25,0.25,0.25
08/26/2021,0.25,N/A,0.25,0.25,0.25
08/25/2021,0.25,N/A,0.25,0.25,0.25
08/24/2021,0.25,N/A,0.25,0.25,0.25
08/23/2021,0.25,N/A,0.25,0.25,0.25
08/20/2021,0.25,N/A,0.25,0.25,0.25
08/19/2021,0.25,N/A,0.25,0.25,0.25
08/18/2021,0.25,N/A,0.25,0.25,0.25
08/17/2021,0.25,N/A,0.25,0.25,0.25
08/16/2021,0.25,N/A,0.25,0.25,0.25
08/13/2021,0.25,N/A,0.25,0.25,0.25
08/12/2021,0.25,N/A,0.25,0.25,0.25
08/11/2021,0.25,N/A,0.25,0.25,0.25
08/10/2021,0.25,N/A,0.25,0.25,0.25
08/09/2021,0.25,N/A,0.25,0.25,0.25
08/06/2021,0.25,N/A,0.25,0.25,0.25
08/05/2021,0.25,N/A,0.25,0.25,0.25
08/04/2021,0.25,N/A,0.25,0.25,0.25
08/03/2021,0.25,N/A,0.25,0.25,0.25
08/02/2021,0.25,N/A,0.25,0.25,0.25
07/30/2021,0.25,N/A,0.25,0.25,0.25
07/29/2021,0.25,N/A,0.25,0.25,0.25
07/28/2021,0.25,N/A,0.25,0.25,0.25
07/27/2021,0.25,N/A,0.25,0.25,0.25
07/26/2021,0.25,N/A,0.25,0.25,0.25
07/23/2021,0.25,N/A,0.25,0.25,0.25
07/22/2021,0.25,N/A,0.25,0.25,0.25
07/21/2021,0.25,N/A,0.25,0.25,0.25
07/20/2021,0.25,N/A,0.25,0.25,0.25
07/19/2021,0.25,N/A,0.25,0.25,0.25
07/16/2021,0.25,N/A,0.25,0.25,0.25
07/15/2021,0.25,N/A,0.25,0.25,0.25
07/14/2021,0.25,N/A,0.25,0.25,0.25
07/13/2021,0.25,N/A,0.25,0.25,0.25
07/12/2021,0.25,N/A,0.25,0.25,0.25
07/09/2021,0.25,N/A,0.25,0.25,0.25
07/08/2021,0.25,N/A,0.25,0.25,0.25
07/07/2021,0.25,N/A,0.25,0.25,0.25
07/06/2021,0.25,N/A,0.25,0.25,0.25
07/05/2021,0.25,N/A,0.25,0.25,0.25
07/02/2021,0.25,N/A,0.25,0.25,0.25
07/01/2021,0.25,N/A,0.25,0.25,0.25
06/30/2021,0.25,N/A,0.25,0.25,0.25
06/29/2021,0.25,N/A,0.25,0.25,0.25
06/28/2021,0.25,N/A,0.25,0.25,0.25
06/25/2021,0.25,N/A,0.25,0.25,0.25
06/24/2021,0.25,N/A,0.25,0.25,0.25
06/23/2021,0.25,N/A,0.25,0.25,0.25
06/22/2021,0.25,N/A,0.25,0.25,0.25
06/21/2021,0.25,N/A,0.25,0.25,0.25
06/18/2021,0.25,N/A,0.25,0.25,0.25
06/17/2021,0.25,N/A,0.25,0.25,0.25
06/16/2021,0.25,N/A,0.25,0.25,0.25
06/15/2021,0.25,N/A,0.25,0.25,0.25
06/14/2021,0.25,N/A,0.25,0.25,0.25
06/11/2021,0.25,N/A,0.25,0.25,0.25
06/10/2021,0.25,N/A,0.25,0.25,0.25
06/09/2021,0.25,N/A,0.25,0.25,0.25
06/08/2021,0.25,N/A,0.25,0.25,0.25
06/07/2021,0.25,N/A,0.25,0.25,0.25
06/04/2021,0.25,N/A,0.25,0.25,0.25
06/03/2021,0.25,N/A,0.25,0.25,0.25
06/02/2021,0.25,N/A,0.25,0.25,0.25
06/01/2021,0.25,N/A,0.25,0.25,0.25
05/31/2021,0.25,N/A,0.25,0.25,0.25
05/28/2021,0.25,N/A,0.25,0.25,0.25
05/27/2021,0.25,N/A,0.25,0.25,0.25
05/26/2021,0.25,N/A,0.25,0.25,0.25
05/25/2021,0.25,N/A,0.25,0.25,0.25
05/24/2021,0.25,N/A,0.25,0.25,0.25
05/21/2021,0.25,N/A,0.25,0.25,0.25
05/20/2021,0.25,N/A,0.25,0.25,0.25
05/19/2021,0.25,N/A,0.25,0.25,0.25
05/18/2021,0.25,N/A,0.25,0.25,0.25
05/17/2021,0.25,N/A,0.25,0.25,0.25
05/14/2021,0.25,N/A,0.25,0.25,0.25
05/13/2021,0.25,N/A,0.25,0.25,0.25
05/12/2021,0.25,N/A,0.25,0.25,0.25
05/11/2021,0.25,N/A,0.25,0.25,0.25
05/10/2021,0.25,N/A,0.25,0.25,0.25
05/07/2021,0.25,N/A,0.25,0.25,0.25
05/06/2021,0.25,N/A,0.25,0.25,0.25
05/05/2021,0.25,N/A,0.25,0.25,0.25
05/04/2021,0.25,N/A,0.25,0.25,0.25
05/03/2021,0.25,N/A,0.25,0.25,0.25
04/30/2021,0.25,N/A,0.25,0.25,0.25
04/29/2021,0.25,N/A,0.25,0.25,0.25
04/28/2021,0.25,N/A,0.25,0.25,0.25
04/27/2021,0.25,N/A,0.25,0.25,0.25
04/26/2021,0.25,N/A,0.25,0.25,0.25
04/23/2021,0.25,N/A,0.25,0.25,0.25
04/22/2021,0.25,N/A,0.25,0.25,0.25
04/21/2021,0.25,N/A,0.25,0.25,0.25
04/20/2021,0.25,N/A,0.25,0.25,0.25
04/19/2021,0.25,N/A,0.25,0.25,0.25
04/16/2021,0.25,N/A,0.25,0.25,0.25
04/15/2021,0.25,N/A,0.25,0.25,0.25
04/14/2021,0.25,N/A,0.25,0.25,0.25
04/13/2021,0.25,N/A,0.25,0.25,0.25
04/12/2021,0.25,N/A,0.25,0.25,0.25
04/09/2021,0.25,N/A,0.25,0.25,0.25
04/08/2021,0.25,N/A,0.25,0.25,0.25
04/07/2021,0.25,N/A,0.25,0.25,0.25
04/06/2021,0.25,N/A,0.25,0.25,0.25
04/05/2021,0.25,N/A,0.25,0.25,0.25
04/02/2021,0.25,N/A,0.25,0.25,0.25
04/01/2021,0.25,N/A,0.25,0.25,0.25
03/31/2021,0.25,N/A,0.25,0.25,0.25
03/30/2021,0.25,N/A,0.25,0.25,0.25
03/29/2021,0.25,N/A,0.25,0.25,0.25
03/26/2021,0.25,N/A,0.25,0.25,0.25
03/25/2021,0.25,N/A,0.25,0.25,0.25
03/24/2021,0.25,N/A,0.25,0.25,0.25
03/23/2021,0.25,N/A,0.25,0.25,0.25
03/22/2021,0.25,N/A,0.25,0.25,0.25
03/19/2021,0.25,N/A,0.25,0.25,0.25
03/18/2021,0.25,N/A,0.25,0.25,0.25
03/17/2021,0.25,N/A,0.25,0.25,0.25
03/16/2021,0.25,N/A,0.25,0.25,0.25
03/15/2021,0.25,N/A,0.25,0.25,0.25
03/12/2021,0.25,N/A,0.25,0.25,0.25
03/11/2021,0.25,N/A,0.25,0.25,0.25
